date,code,name,weight
2015-09-01,002249,大洋电机,0.17
2015-09-01,002250,联化科技,0.32
2015-09-01,002251,步步高,0.12
2015-09-01,002254,泰和新材,0.14
2015-09-01,002266,浙富控股,0.35
2015-09-01,002267,陕天然气,0.11
2015-09-01,002269,美邦服饰,0.19
2015-09-01,002271,东方雨虹,0.2
2015-09-01,002273,水晶光电,0.15
2015-09-01,002275,桂林三金,0.1
2015-09-01,002276,万马股份,0.23
2015-09-01,002277,友阿股份,0.13
2015-09-01,002281,光迅科技,0.08
2015-09-01,002285,世联行,0.2
2015-09-01,002293,罗莱家纺,0.11
2015-09-01,002299,圣农发展,0.2
2015-09-01,002308,威创股份,0.38
2015-09-01,002309,中利科技,0.09
2015-09-01,002311,海大集团,0.21
2015-09-01,002315,焦点科技,0.09
2015-09-01,002317,众生药业,0.15
2015-09-01,002325,洪涛股份,0.37
2015-09-01,002327,富安娜,0.09
2015-09-01,002332,仙琚制药,0.11
2015-09-01,002340,格林美,0.24
2015-09-01,002342,巨力索具,0.11
2015-09-01,002345,潮宏基,0.25
2015-09-01,002358,森源电气,0.18
2015-09-01,002368,太极股份,0.4
2015-09-01,002371,七星电子,0.11
2015-09-01,002373,千方科技,0.11
2015-09-01,002384,东山精密,0.22
2015-09-01,002390,信邦制药,0.16
2015-09-01,002392,北京利尔,0.13
2015-09-01,002393,力生制药,0.08
2015-09-01,002396,星网锐捷,0.12
2015-09-01,002400,省广股份,0.49
2015-09-01,002405,四维图新,0.38
2015-09-01,002408,齐翔腾达,0.12
2015-09-01,002414,高德红外,0.28
2015-09-01,002419,天虹商场,0.07
2015-09-01,002424,贵州百灵,0.31
2015-09-01,002428,云南锗业,0.14
2015-09-01,002430,杭氧股份,0.06
2015-09-01,002431,棕榈园林,0.14
2015-09-01,002437,誉衡药业,0.2
2015-09-01,002440,闰土股份,0.18
2015-09-01,002444,巨星科技,0.19
2015-09-01,002461,珠江啤酒,0.06
2015-09-01,002463,沪电股份,0.12
2015-09-01,002466,天齐锂业,0.25
2015-09-01,002477,雏鹰农牧,0.14
2015-09-01,002479,富春环保,0.12
2015-09-01,002480,新筑股份,0.11
2015-09-01,002482,广田股份,0.13
2015-09-01,002489,浙江永强,0.2
2015-09-01,002490,山东墨龙,0.06
2015-09-01,002503,搜于特,0.1
2015-09-01,002508,老板电器,0.24
2015-09-01,002551,尚荣医疗,0.11
2015-09-01,002557,洽洽食品,0.08
2015-09-01,002573,清新环境,0.29
2015-09-01,002574,明牌珠宝,0.18
2015-09-01,002588,史丹利,0.15
2015-09-01,002595,豪迈科技,0.27
2015-09-01,002635,安洁科技,0.08
2015-09-01,002642,荣之联,0.13
2015-09-01,002646,青青稞酒,0.1
2015-09-01,002648,卫星石化,0.06
2015-09-01,002662,京威股份,0.07
2015-09-01,002663,普邦园林,0.12
2015-09-01,002665,首航节能,0.23
2015-09-01,002672,东江环保,0.15
2015-09-01,002678,珠江钢琴,0.07
2015-09-01,002681,奋达科技,0.14
2015-09-01,002698,博实股份,0.11
2015-09-01,002701,奥瑞金,0.37
2015-09-01,002705,新宝股份,0.05
2015-09-01,002727,一心堂,0.1
2015-09-01,300033,同花顺,0.24
2015-09-01,300039,上海凯宝,0.17
2015-09-01,300043,互动娱乐,0.16
2015-09-01,300072,三聚环保,0.37
2015-09-01,300088,长信科技,0.15
2015-09-01,300115,长盈精密,0.22
2015-09-01,300134,大富科技,0.18
2015-09-01,300144,宋城演艺,0.27
2015-09-01,300147,香雪制药,0.2
2015-09-01,300199,翰宇药业,0.21
2015-09-01,300202,聚龙股份,0.13
2015-09-01,300244,迪安诊断,0.24
2015-09-01,300253,卫宁软件,0.28
2015-09-01,300267,尔康制药,0.28
2015-09-01,300273,和佳股份,0.23
2015-09-01,300274,阳光电源,0.21
2015-09-01,300291,华录百纳,0.21
2015-09-01,600004,白云机场,0.17
2015-09-01,600006,东风汽车,0.29
2015-09-01,600017,日照港,0.28
2015-09-01,600021,上海电力,0.39
2015-09-01,600026,中海发展,0.45
2015-09-01,600037,歌华有线,0.35
2015-09-01,600039,四川路桥,0.2
2015-09-01,600056,中国医药,0.21
2015-09-01,600058,五矿发展,0.48
2015-09-01,600059,古越龙山,0.13
2015-09-01,600062,华润双鹤,0.21
2015-09-01,600064,南京高科,0.27
2015-09-01,600067,冠城大通,0.22
2015-09-01,600073,上海梅林,0.19
2015-09-01,600079,人福医药,0.41
2015-09-01,600086,东方金钰,0.21
2015-09-01,600088,中视传媒,0.11
2015-09-01,600110,中科英华,0.47
2015-09-01,600112,天成控股,0.15
2015-09-01,600120,浙江东方,0.16
2015-09-01,600122,宏图高科,0.24
2015-09-01,600125,铁龙物流,0.22
2015-09-01,600132,重庆啤酒,0.09
2015-09-01,600138,中青旅,0.27
2015-09-01,600141,兴发集团,0.11
2015-09-01,600143,金发科技,0.32
2015-09-01,600151,航天机电,0.26
2015-09-01,600158,中体产业,0.34
2015-09-01,600160,巨化股份,0.3
2015-09-01,600161,天坛生物,0.19
2015-09-01,600169,太原重工,0.26
2015-09-01,600171,上海贝岭,0.2
2015-09-01,600175,美都能源,0.18
2015-09-01,600176,中国巨石,0.27
2015-09-01,600180,瑞茂通,0.14
2015-09-01,600183,生益科技,0.27
2015-09-01,600184,光电股份,0.09
2015-09-01,600187,国中水务,0.2
2015-09-01,600195,中牧股份,0.11
2015-09-01,600198,大唐电信,0.22
2015-09-01,600199,金种子酒,0.09
2015-09-01,600200,江苏吴中,0.22
2015-09-01,600201,金宇集团,0.38
2015-09-01,600216,浙江医药,0.17
2015-09-01,600219,南山铝业,0.38
2015-09-01,600220,江苏阳光,0.23
2015-09-01,600240,华业资本,0.28
2015-09-01,600251,冠农股份,0.13
2015-09-01,600259,广晟有色,0.19
2015-09-01,600260,凯乐科技,0.12
2015-09-01,600261,阳光照明,0.18
2015-09-01,600267,海正药业,0.17
2015-09-01,600270,外运发展,0.22
2015-09-01,600280,中央商场,0.13
2015-09-01,600284,浦东建设,0.18
2015-09-01,600289,亿阳信通,0.21
2015-09-01,600292,中电远达,0.13
2015-09-01,600298,安琪酵母,0.17
2015-09-01,600300,维维股份,0.13
2015-09-01,600312,平高电气,0.45
2015-09-01,600320,振华重工,0.31
2015-09-01,600325,华发股份,0.22
2015-09-01,600329,中新药业,0.12
2015-09-01,600335,国机汽车,0.09
2015-09-01,600337,美克家居,0.14
2015-09-01,600351,亚宝药业,0.17
2015-09-01,600366,宁波韵升,0.17
2015-09-01,600376,首开股份,0.34
2015-09-01,600380,健康元,0.18
2015-09-01,600387,海越股份,0.1
2015-09-01,600389,江山股份,0.05
2015-09-01,600392,盛和资源,0.15
2015-09-01,600395,盘江股份,0.1
2015-09-01,600397,安源煤业,0.06
2015-09-01,600403,大有能源,0.05
2015-09-01,600409,三友化工,0.19
2015-09-01,600410,华胜天成,0.3
2015-09-01,600416,湘电股份,0.17
2015-09-01,600418,江淮汽车,0.23
2015-09-01,600422,昆药集团,0.24
2015-09-01,600425,青松建化,0.08
2015-09-01,600426,华鲁恒升,0.24
2015-09-01,600428,中远航运,0.36
2015-09-01,600429,三元股份,0.09
2015-09-01,600433,冠豪高新,0.18
2015-09-01,600435,北方导航,0.4
2015-09-01,600436,片仔癀,0.29
2015-09-01,600446,金证股份,0.48
2015-09-01,600456,宝钛股份,0.08
2015-09-01,600458,时代新材,0.18
2015-09-01,600460,士兰微,0.13
2015-09-01,600468,百利电气,0.07
2015-09-01,600478,科力远,0.22
2015-09-01,600481,双良节能,0.19
2015-09-01,600482,风帆股份,0.47
2015-09-01,600487,亨通光电,0.22
2015-09-01,600488,天药股份,0.1
2015-09-01,600496,精工钢构,0.14
2015-09-01,600498,烽火通信,0.31
2015-09-01,600499,科达洁能,0.5
2015-09-01,600500,中化国际,0.33
2015-09-01,600507,方大特钢,0.09
2015-09-01,600509,天富能源,0.13
2015-09-01,600510,黑牡丹,0.08
2015-09-01,600511,国药股份,0.26
2015-09-01,600517,置信电气,0.24
2015-09-01,600521,华海药业,0.31
2015-09-01,600522,中天科技,0.29
2015-09-01,600525,长园集团,0.66
2015-09-01,600528,中铁二局,0.25
2015-09-01,600536,中国软件,0.22
2015-09-01,600537,亿晶光电,0.09
2015-09-01,600545,新疆城建,0.19
2015-09-01,600546,山煤国际,0.13
2015-09-01,600551,时代出版,0.09
2015-09-01,600557,康缘药业,0.23
2015-09-01,600563,法拉电子,0.1
2015-09-01,600566,济川药业,0.15
2015-09-01,600572,康恩贝,0.23
2015-09-01,600575,皖江物流,0.11
2015-09-01,600580,卧龙电气,0.17
2015-09-01,600584,长电科技,0.34
2015-09-01,600586,金晶科技,0.12
2015-09-01,600587,新华医疗,0.23
2015-09-01,600594,益佰制药,0.28
2015-09-01,600596,新安股份,0.12
2015-09-01,600601,方正科技,0.37
2015-09-01,600611,大众交通,0.2
2015-09-01,600614,鼎立股份,0.19
2015-09-01,600617,国新能源,0.12
2015-09-01,600618,氯碱化工,0.06
2015-09-01,600628,新世界,0.23
2015-09-01,600635,大众公用,0.36
2015-09-01,600636,三爱富,0.09
2015-09-01,600639,浦东金桥,0.14
2015-09-01,600640,号百控股,0.13
2015-09-01,600643,爱建股份,0.5
2015-09-01,600645,中源协和,0.64
2015-09-01,600651,飞乐音响,0.2
2015-09-01,600654,中安消,0.59
2015-09-01,600655,豫园商城,0.42
2015-09-01,600657,信达地产,0.11
2015-09-01,600664,哈药股份,0.34
2015-09-01,600673,东阳光科,0.19
2015-09-01,600675,中华企业,0.26
2015-09-01,600685,中船防务,0.27
2015-09-01,600694,大商股份,0.28
2015-09-01,600699,均胜电子,0.18
2015-09-01,600702,沱牌舍得,0.1
2015-09-01,600704,物产中大,0.27
2015-09-01,600720,祁连山,0.13
2015-09-01,600729,重庆百货,0.2
2015-09-01,600736,苏州高新,0.17
2015-09-01,600737,中粮屯河,0.51
2015-09-01,600743,华远地产,0.09
2015-09-01,600747,大连控股,0.15
2015-09-01,600748,上实发展,0.13
2015-09-01,600750,江中药业,0.26
2015-09-01,600754,锦江股份,0.16
2015-09-01,600755,厦门国贸,0.24
2015-09-01,600757,长江传媒,0.14
2015-09-01,600759,洲际油气,0.26
2015-09-01,600761,安徽合力,0.13
2015-09-01,600765,中航重机,0.25
2015-09-01,600770,综艺股份,0.21
2015-09-01,600773,西藏城投,0.11
2015-09-01,600776,东方通信,0.09
2015-09-01,600780,通宝能源,0.09
2015-09-01,600787,中储股份,0.26
2015-09-01,600790,轻纺城,0.15
2015-09-01,600797,浙大网新,0.26
2015-09-01,600801,华新水泥,0.04
2015-09-01,600803,新奥股份,0.1
2015-09-01,600805,悦达投资,0.2
2015-09-01,600808,马钢股份,0.23
2015-09-01,600811,东方集团,0.4
2015-09-01,600812,华北制药,0.15
2015-09-01,600816,安信信托,0.39
2015-09-01,600823,世茂股份,0.15
2015-09-01,600825,新华传媒,0.14
2015-09-01,600826,兰生股份,0.14
2015-09-01,600831,广电网络,0.13
2015-09-01,600835,上海机电,0.24
2015-09-01,600850,华东电脑,0.1
2015-09-01,600851,海欣股份,0.18
2015-09-01,600859,王府井,0.17
2015-09-01,600864,哈投股份,0.1
2015-09-01,600869,智慧能源,0.11
2015-09-01,600872,中炬高新,0.51
2015-09-01,600874,创业环保,0.1
2015-09-01,600879,航天电子,0.61
2015-09-01,600880,博瑞传播,0.19
2015-09-01,600881,亚泰集团,0.37
2015-09-01,600884,杉杉股份,0.17
2015-09-01,600885,宏发股份,0.22
2015-09-01,600894,广日股份,0.14
2015-09-01,600895,张江高科,0.43
2015-09-01,600917,重庆燃气,0.05
2015-09-01,600967,北方创业,0.34
2015-09-01,600970,中材国际,0.21
2015-09-01,600971,恒源煤电,0.08
2015-09-01,600978,宜华木业,0.79
2015-09-01,600983,惠而浦,0.1
2015-09-01,600993,马应龙,0.16
2015-09-01,600997,开滦股份,0.09
2015-09-01,601000,唐山港,0.2
2015-09-01,601001,大同煤业,0.14
2015-09-01,601002,晋亿实业,0.12
2015-09-01,601005,重庆钢铁,0.15
2015-09-01,601010,文峰股份,0.12
2015-09-01,601012,隆基股份,0.28
2015-09-01,601101,昊华能源,0.09
2015-09-01,601126,四方股份,0.15
2015-09-01,601139,深圳燃气,0.16
2015-09-01,601208,东材科技,0.08
2015-09-01,601226,华电重工,0.08
2015-09-01,601233,桐昆股份,0.13
2015-09-01,601311,骆驼股份,0.16
2015-09-01,601369,陕鼓动力,0.14
2015-09-01,601515,东风股份,0.08
2015-09-01,601608,中信重工,0.24
2015-09-01,601666,平煤股份,0.2
2015-09-01,601678,滨化股份,0.13
2015-09-01,601717,郑煤机,0.19
2015-09-01,601718,际华集团,0.74
2015-09-01,601777,力帆股份,0.1
2015-09-01,601801,皖新传媒,0.13
2015-09-01,601880,大连港,0.18
2015-09-01,601886,江河创建,0.12
2015-09-01,601908,京运通,0.13
2015-09-01,601965,中国汽研,0.07
2015-09-01,601999,出版传媒,0.06
2015-09-01,603001,奥康国际,0.07
2015-09-01,603005,晶方科技,0.06
2015-09-01,603019,中科曙光,0.13
2015-09-01,603077,和邦生物,0.19
2015-09-01,603169,兰石重装,0.08
2015-09-01,603188,亚邦股份,0.1
2015-09-01,603328,依顿电子,0.06
2015-09-01,603366,日出东方,0.08
2015-09-01,603369,今世缘,0.04
2015-09-01,603555,贵人鸟,0.09
2015-09-01,603698,航天工程,0.07
2015-09-01,603699,纽威股份,0.12
2015-09-01,603766,隆鑫通用,0.17
2015-09-01,603899,晨光文具,0.06
