Date,Open,High,Low,Close,Volume,Adj Close
2016-09-29,5.16,5.18,5.11,5.11,514000,4.990468
2016-09-30,5.17,5.19,5.14,5.18,309000,5.05883
2016-10-03,5.17,5.2,5.17,5.2,308000,5.0783629999999995
2016-10-04,5.19,5.2,5.15,5.18,409700,5.05883
2016-10-05,5.17,5.2,5.17,5.2,325000,5.0783629999999995
2016-10-06,5.19,5.21,5.17,5.21,296200,5.088129
2016-10-07,5.19,5.21,5.17,5.18,261600,5.05883
2016-10-10,5.2,5.23,5.18,5.19,366700,5.0685970000000005
2016-10-11,5.17,5.18,5.11,5.13,404500,5.01
2016-10-12,5.14,5.15,5.1,5.12,359200,5.000234
2016-10-13,5.08,5.08,5.05,5.07,279500,4.951404
2016-10-14,5.08,5.11,5.08,5.09,229100,4.970936
2016-10-17,5.08,5.08,5.03,5.06,525500,4.941637999999999
2016-10-18,5.09,5.09,5.05,5.07,428900,4.951404
2016-10-19,5.07,5.11,5.05,5.05,915500,4.931872
2016-10-20,5.04,5.07,5.02,5.05,807900,4.931872
2016-10-21,5.03,5.11,5.03,5.11,425900,4.990468
2016-10-24,5.12,5.14,5.1,5.12,462800,5.000234
2016-10-25,5.12,5.13,5.11,5.13,318600,5.01
2016-10-26,5.0,5.0,4.94,4.98,606700,4.98
2016-10-27,4.99,5.01,4.96,4.96,274300,4.96
2016-10-28,4.95,4.99,4.92,4.92,413700,4.92
2016-10-31,4.93,4.96,4.89,4.91,757600,4.91
2016-11-01,4.93,4.94,4.84,4.86,364400,4.86
2016-11-02,4.83,4.87,4.82,4.82,358200,4.82
2016-11-03,4.84,4.85,4.76,4.79,399900,4.79
2016-11-04,4.77,4.83,4.76,4.79,430300,4.79
2016-11-07,4.86,4.88,4.84,4.85,604300,4.85
2016-11-08,4.87,4.89,4.85,4.86,369100,4.86
2016-11-09,4.82,4.94,4.81,4.93,813600,4.93
2016-11-10,4.98,4.99,4.92,4.95,819800,4.95
2016-11-11,4.92,4.96,4.91,4.95,528900,4.95
2016-11-14,5.0,5.0,4.92,4.96,741800,4.96
2016-11-15,4.96,5.02,4.96,5.02,648900,5.02
2016-11-16,4.99,5.02,4.98,4.99,550900,4.99
2016-11-17,5.02,5.04,4.99,5.01,622900,5.01
2016-11-18,5.04,5.05,4.98,5.0,703900,5.0
2016-11-21,5.01,5.05,5.01,5.04,981700,5.04
2016-11-22,5.05,5.08,5.05,5.06,1468100,5.06
2016-11-23,5.06,5.11,5.06,5.1,394800,5.1
2016-11-25,5.12,5.14,5.11,5.13,182000,5.13
2016-11-28,5.12,5.13,5.1,5.11,511600,5.11
2016-11-29,5.09,5.1,5.07,5.07,485100,5.07
2016-11-30,5.09,5.11,5.08,5.09,328800,5.09
2016-12-01,5.09,5.1,5.03,5.04,305000,5.04
2016-12-02,5.06,5.06,4.99,5.02,1207700,5.02
2016-12-05,5.06,5.07,5.03,5.05,868700,5.05
2016-12-06,5.05,5.08,5.03,5.08,848400,5.08
2016-12-07,5.08,5.14,5.07,5.14,1177500,5.14
2016-12-08,5.12,5.15,5.1,5.15,2110600,5.15
2016-12-09,5.15,5.18,5.14,5.17,659600,5.17
2016-12-12,5.16,5.17,5.15,5.16,366800,5.16
2016-12-13,5.17,5.2,5.16,5.2,519500,5.2
2016-12-14,5.19,5.2,5.15,5.17,706000,5.17
2016-12-15,5.16,5.2,5.15,5.17,784900,5.17
2016-12-16,5.2,5.21,5.15,5.2,1509900,5.2
2016-12-19,5.2,5.22,5.15,5.19,1158900,5.19
2016-12-20,5.21,5.23,5.19,5.22,813800,5.22
2016-12-21,5.22,5.23,5.2,5.21,569200,5.21
2016-12-22,5.22,5.23,5.19,5.21,670300,5.21
2016-12-23,5.25,5.25,5.19,5.22,636500,5.22
2016-12-27,5.24,5.25,5.21,5.21,384100,5.21
2016-12-28,5.21,5.23,5.17,5.17,955300,5.17
2016-12-29,5.17,5.19,5.17,5.18,823500,5.18
2016-12-30,5.21,5.21,5.15,5.16,631700,5.16
2017-01-03,5.2,5.25,5.17,5.25,2584700,5.25
2017-01-04,5.22,5.32,5.22,5.32,3291400,5.32
2017-01-05,5.3,5.34,5.29,5.33,3373200,5.33
2017-01-06,5.34,5.36,5.31,5.35,1346900,5.35
2017-01-09,5.35,5.36,5.32,5.34,1082100,5.34
2017-01-10,5.34,5.35,5.33,5.34,634800,5.34
2017-01-11,5.34,5.35,5.32,5.34,624500,5.34
2017-01-12,5.32,5.34,5.3,5.33,938400,5.33
2017-01-13,5.32,5.36,5.32,5.35,370200,5.35
